wiI7pd,dealership_name,manual_label,review_id,predicted_sentiment,predicted_label
Cooperative staff good Cutomer services,HONDA Township,,372,0.95277905,1
"Excellent service. Got wheel balancing and alignment done on a non-regular vehicle, and they did a splendid job.

Hats off to staff, and top management.",HONDA Township,,374,0.7983276,1
Very helpful staff,HONDA Township,,375,0.675579,1
Good service,HONDA Township,,376,0.95621544,1
Newly opened honda workshop. Huge space and multiple slots as compared to honda city sales,HONDA Township,,377,0.5813653,1
"Outstanding management , workman and great service.",HONDA Township,,378,0.94976515,1
Polite n supportive comparing than other showrooms of Honda,HONDA Township,,379,0.7997342,1
Very professional place,HONDA Township,,380,0.48990905,0
Sales executive's name Samar he is doing a very good job over there.,HONDA Township,,381,0.9516611,1
"Good team, less crowded so you get individual attention. Services charges a bit high but have a peace of mind.",HONDA Township,,382,0.45057976,0
"Had a few good experiences with them regarding car repair, however, they are forever crowded, which causes delays.",HONDA Township,,383,0.60891765,1
Exceptional staff,HONDA Township,,384,0.9594484,1
Sale of new cars and repair and maintenance of Honda cars done here.,HONDA Township,,385,0.65349245,1
Impressed by their after sale service ?? ??,HONDA Township,,387,0.9752517,1
Staff is courteous. It's a big service shop but since it was previously selling and maintaining Suzuki so I am not sure if the staff is highly experienced in Honda. Paint shop is too good.,HONDA Township,,388,0.66772866,1
Very neat and hospitable service. Strongly recommended for your Honda.,HONDA Township,,389,0.85406625,1
Honda is best choice for car lovers,HONDA Township,,390,0.9604693,1
Very professional team,HONDA Township,,391,0.4839733,0
Good dealership. Staff is courteous. This was Suzuki dealership in past but changed to Honda in 2018.,HONDA Township,,393,0.83074594,1
Good navigation,HONDA Township,,394,0.95533943,1
Avoid going after 4.30 PM. Because they will leave their work at 5.00PM to be exact.,HONDA Township,,395,0.41886476,0
Emerging dealer with an ambition to serve customers as a King.,HONDA Township,,396,0.26553982,0
Nice official workshop for honda cars,HONDA Township,,397,0.95579284,1
"Honda workshop that does not have Honda civic reborn parts.
Pointless tax expenses.",HONDA Township,,398,0.23634073,0
A place of Ultimate care for you and yours car,HONDA Township,,399,0.70100003,1
Honda township motors for Honda cars service and spare parts,HONDA Township,,400,0.30333734,0
Best honda showroom for after sale services.,HONDA Township,,401,0.96160394,1
My favorite buddy's showroom,HONDA Township,,402,0.9371207,1
Very good staff,HONDA Township,,403,0.97366947,1
I am not satisfied with Sigmna motors they charge a lot to the client third party if a car is placed on their showroom for sale they are not active response to the clients on phone .,HONDA Township,,404,0.29238582,0
"Awesome Dealership, Professional Staff and really Co-Operative",HONDA Township,,405,0.86434567,1
Professional staff,HONDA Township,,406,0.43776137,0
Very cooperative staff and friendly environment.,HONDA Township,,407,0.7999114,1
"Good place to visit, As it was Sunday so there was not much rush. Must get an appointment before going in order to avoid delays.",HONDA Township,,408,0.471019,0
"Good dealership, friendly and courteous staff. BRV available for test drive. City and BRV ready stock available without own.",HONDA Township,,409,0.8431266,1
"Big service center, proper team and tools. Really professional environment.",HONDA Township,,410,0.30956954,0
Poor service,HONDA Township,,411,0.19644181,0
Best place for Honda Cars,HONDA Township,,412,0.96456593,1
"Pleasantly surprised from high sevice level by the staff. Safety gear was lacking which should be assured by floor management.

Highly recommended for nearby Honda owners.",HONDA Township,,413,0.5933431,1
Poor service,HONDA Township,,414,0.19644181,0
Very good service providers,HONDA Township,,415,0.97255087,1
Excellent service & cooperative staff,HONDA Township,,416,0.98022926,1
One of best dealerships in town...good service and dealing,HONDA Township,,417,0.9540045,1
Car maintenance facilities.,HONDA Township,,418,0.31621683,0
Good people and service,HONDA Township,,419,0.95649606,1
Good service...,HONDA Township,,420,0.95621544,1
unfriendly people,HONDA Township,,421,0.31782946,0
"Company showroom with trained staff, mechanical and bodywork, parts. A complete 3S outlet",HONDA Township,,422,0.47969168,0
awsome place and service area,HONDA Township,,423,0.30321258,0
"Very friendly and professional staff, new delaership with clean service bay area. I did get the oil changed haven't done any mechanical work will do some at 40K kilometers.",HONDA Township,,424,0.42712793,0
I stay under shed of Honda building due to heavy rain,HONDA Township,,426,0.28553677,0
"Peaceful ambience, very cooperative staff and perform upto professional extent!",HONDA Township,,427,0.5779191,1
"I highly recommend this dealership. I am really impressed with their honesty and their approach towards customer facilitation that is lacking generally among all busy Honda dealerships in Lahore. They are prompt, considerate and you don't have to wait weeks to get your jobs done.",HONDA Township,,428,0.449882,0
Nice brand with cooprative staff,HONDA Township,,429,0.9491605,1
