wiI7pd,dealership_name,manual_label,review_id,predicted_sentiment,predicted_label
"Had got service appointment for early morning. When I reached there at my appointment time, service consultants were not available. After waiting for them, I had then to get in line because several customers had come by then. Had to constantly repeat to get attention but they accommodated me ultimately. After my job request was made, I had to wait because some other car was standing at the appointment service area & my appointment technician was busy attending some vip/senior citizen. The technician was no doubt qualified & soft spoken. Only performed maintenance that was required without charging me unnecessarily. The last surprise was when my card was charged about Rs. 5000 extra because Mr cashier couldn't discern between 4 & 9 written by the service technician. Nevertheless, I was returned the extra charged amount in cash but at the cost of my valuable time.",HONDA Point,,334,0.21146895,0
Lazy staff and average service.,HONDA Point,,335,0.31048742,0
Honda hisun is an initiative of suncrop group. Every type of honda cars can be booked or purchased from here.,HONDA Point,,336,0.27619544,0
Staff was very courteous and attended promptly when I told I had an appointment for my car.,HONDA Point,,337,0.90820765,1
Loved it. Best service to my Honda City.,HONDA Point,,338,0.9505932,1
It was good,HONDA Point,,339,0.9526343,1
It took a lot of hours for the work to be done.,HONDA Point,,340,0.27292532,0
nice dealership,HONDA Point,,341,0.95817536,1
The honda center is good place if you have honda cars.they deal costumers nicely you can say they are doctors of cars they have such a good costumer waiting loundge ..nice service but some time they feel lazy but they are good,HONDA Point,,342,0.6064991,1
Smooth warranty claim process,HONDA Point,,343,0.87545687,1
"Pleasant environment, friendly staff. Cool customer waiting lounge.",HONDA Point,,344,0.91968083,1
"Good service, professional staff.",HONDA Point,,345,0.8533712,1
Abnormally expansive,HONDA Point,,346,0.3148066,0
"Exceptional service, competent mechanics.",HONDA Point,,347,0.9457232,1
Service getting poor and poor,HONDA Point,,348,0.19258595,0
"They are professional but they just do formality in name of 1000, 5000 and 10000 free checkups. Practically they do nothing in these free checkups.
They also try to dodge you if you complain something faulty and to be entertained in warranty.",HONDA Point,,350,0.46400848,0
Five star Honda workshop.  Experienced staff.,HONDA Point,,351,0.962415,1
Best experience with staff.,HONDA Point,,352,0.96129435,1
Very Humble Staff,HONDA Point,,353,0.25560015,0
Nice friendly staff and detail information sharing nicely done,HONDA Point,,354,0.9183418,1
My favorite car showroom,HONDA Point,,355,0.9405379,1
Work load verses space availble is less. One has to wait for hours and hours. If unluckily clock struck 1 o'clock then one more hour one has to wait to finish lunch break,HONDA Point,,356,0.38091248,0
They can put more receptionists on the reception though.,HONDA Point,,357,0.887525,1
We were here just to replace oil of our car,HONDA Point,,358,0.27560964,0
Very good showroom,HONDA Point,,359,0.9743169,1
Quality service,HONDA Point,,360,0.32103062,0
Service and sale centre for Honda vehicles.,HONDA Point,,361,0.30743206,0
Poorest service. They are pathetic.,HONDA Point,,362,0.098508716,0
They provide best car in reasonable price best supporting staff,HONDA Point,,363,0.8991152,1
My first car experience,HONDA Point,,365,0.732965,1
Professional service. Good customer dealings.,HONDA Point,,366,0.8428911,1
Having veriety of Honda car's models.  And good staff,HONDA Point,,367,0.94493014,1
Needs lots of improvement in customer service and technical abilities...,HONDA Point,,368,0.28991312,0
They offer good support for your vehicle,HONDA Point,,369,0.9455436,1
Lathargic staff like in a bureaucratic organization.,HONDA Point,,370,0.28531578,0
You can buy new honda cars from here,HONDA Point,,371,0.6561754,1
Very bad service . No professional attitude from Manager to lower staff,HONDA Point,,372,0.17701933,0
To much expensive.... trust me no need to visit any honda service point... only shahshka. Local mechanics zindabad!,HONDA Point,,373,0.2829833,0
The labour at Honda point are not professional ppl.You need to be very vigilant especially if you go there for oil change or even for any check up.,HONDA Point,,375,0.33593217,0
Poor management,HONDA Point,,376,0.19598638,0
Staff are not trained well specially mechanic  I face fuel pump problem and they didn't repair then I go to local market and fix from it. Honda fort Lytton road is better then Honda point. Personal opinion.,HONDA Point,,377,0.4474444,0
"One of the best Honda Dealers in Lahore. Experienced staff. Highly recommended if you are having any variant of Honda because they are well equipped. Earlier I used to bring my car to local service areas as they are cheaper than Honda Service Dealers but they were not good in troubleshooting as good as authorised Honda Dealers.

The staff at Honda Point got proper training from the company and knows the common problem in Honda cars so if you visiting them they know exactly what?? the issue in your vehicle.",HONDA Point,,379,0.31932646,0
Equiped worshop with good service,HONDA Point,,380,0.94557196,1
Very bad service,HONDA Point,,381,0.10694552,0
Excellent Honda 3S dealership. Very professional staff,HONDA Point,,383,0.93774754,1
Will be pathetic on the free service and always looking to replace parts. Always delays in delivery. Don't offer test drive. Person to fix navigation system is always absent and you have to take it to township.,HONDA Point,,385,0.30045536,0
Lazy and non cooperative staff. Credit cards are not accepted.,HONDA Point,,386,0.3121343,0
Good service. They tuned my car in 30 min in a reasonable price,HONDA Point,,388,0.8914826,1
I don't know about this place coz I just visit here for one time,HONDA Point,,389,0.27501488,0
Nice  Service,HONDA Point,,390,0.95820504,1
"Highly unprofessional dealing post booking until delivery .... make u hostage for add-ons and blackmail you with delay in delivery. Even despite the fact that day of delivery is well tied up in advance.
Not at all recommended .... their front desk staff is extremely poor and highly unprofessional.... want to book a car ... find a better Honda outlet in Lahore",HONDA Point,,391,0.34256774,0
Staff is not that much friendly,HONDA Point,,392,0.836126,1
"Unprofessionals, they get your work done from a random guy on the street...",HONDA Point,,393,0.17216295,0
"As with most Honda outlets, swindllers in gentelmen's clothing",HONDA Point,,394,0.87937295,1
Reached early so got quick service?? ??,HONDA Point,,395,0.69486725,1
Good experience...,HONDA Point,,396,0.957092,1
"Poor management, parts not available, unfriendly staff",HONDA Point,,397,0.20920442,0
Very arrogant staff and not helping S well. And very expensive parts and services.,HONDA Point,,398,0.24471383,0
They msut work on thr customer management ..... Takes too much time to get periodic maintenance done,HONDA Point,,399,0.36537656,0
"Professional staff, offering sale service and spare parts.",HONDA Point,,400,0.38133645,0
Very good services,HONDA Point,,401,0.9736509,1
It was satisfactorily,HONDA Point,,403,0.30956537,0
Honda show room,HONDA Point,,404,0.31603956,0
They do good work but take lot of time in documentation. They also charge 2% extra if you are paying from credit card. This is ridiculous.,HONDA Point,,405,0.3844199,0
Great service but the staff would steal anything that u forget to take out of ur car ... nd best part is that the managers are pretty much ok with this stealing thing since they ask u to take out ur stuff before submitting the vehicle for repair,HONDA Point,,406,0.7211705,1
Parking was available.,HONDA Point,,407,0.8598781,1
???????? ??,HONDA Point,,408,0.32921538,0
"Its Honda Dealership for Automobiles. You get all services under one roof, i.e., from buying new car to service to body work. A great place and with staff that has been trained to work by Honda. Staff is friendly.
Space is crowded and usually wait time is high afternoon usually and very busy on Saturdays. Its recommended if you own a Honda or want to own one.",HONDA Point,,409,0.39374474,0
New cars and workshop,HONDA Point,,410,0.69882864,1
Excellent service....,HONDA Point,,411,0.98042727,1
My favourite place to service my Honda civic 2018,HONDA Point,,413,0.29197025,0
They have a good team,HONDA Point,,414,0.9510135,1
"The Good: Conveniently located with ample parking space and well kept office. The staff is pleasant and reasonable communicators. Has an app to schedule a test drive, check status of car delivery.

The Bad: Need to be a little clear upon the delays in receiving the car prior to a customer's arrival. They wash the car before giving it to you so expect a delay of about 2-3 hours especially around Friday break.

The Ugly: Word of caution: Reconfirm your ordered color choice/have it down on formal documentation.
Messed our color choice. However, were told that we would have to cough up extra money (price change due to $$ hike) and wait another month despite it being an error on their part.  Admittedly my brother was double minded about the car choice, however the system had correctly recorded the color choice but were given another color.",HONDA Point,,415,0.20674007,0
Non professionals,HONDA Point,,416,0.31311277,0
Big workshop for car service,HONDA Point,,417,0.32991916,0
I had a wonderful experience . Their professionalism is second to none. I would highly recommend their customer representative Laiba Shahzad for her exceptional customer relationship skills. Their overall management and servicing departing esp are very helpful & detail oriented.,HONDA Point,,418,0.5734754,1
"Good service, reliable and helpful staff. Ask for Salman Ahmed the advisor.
They do charge 2% extra on credit/debit cards.

ProTip: take appointments on phone, it can get crowded.",HONDA Point,,419,0.4568529,0
Not visited,HONDA Point,,420,0.30578884,0
The workshop is good they provide speedy services,HONDA Point,,421,0.94585764,1
Quite well but they stole engine oil be careful,HONDA Point,,422,0.51017845,1
I do internship here,HONDA Point,,423,0.30656892,0
"Good 3S Honda Point, They not deal in Honda Japanese car. Just Pakistan assembled car services available here. Waiting time for customers is pathetic. Some mechanic are in attitude gestures.
Office staff is good.",HONDA Point,,424,0.39341962,0
Staff is not cooperative,HONDA Point,,425,0.2976712,0
Always helpful,HONDA Point,,426,0.32034308,0
Good services as compared to all other honda showroom,HONDA Point,,427,0.7871741,1
Too crowded.. too small.. too slow.,HONDA Point,,428,0.20175628,0
Professionals.....,HONDA Point,,429,0.32340747,0
best in maintainance,HONDA Point,,430,0.96125406,1
Surpisingly they only provide service for Honda cars from production range in Pakistan. No service available for imported Honda cars.,HONDA Point,,431,0.70791566,1
Good showroom,HONDA Point,,434,0.95696723,1
Lack of professionalism.,HONDA Point,,435,0.30557686,0
Not satisfied,HONDA Point,,436,0.38191447,0
Eager to sell - but once you have paid - the efficiency level in delivery gets poor.,HONDA Point,,438,0.19652292,0
Routine maintenance. my car has been very well attended. Fully satisfied.,HONDA Point,,439,0.8863632,1
Cooperative ???? ??,HONDA Point,,440,0.32712725,0
