wiI7pd,dealership,Unnamed: 1,Unnamed: 2,predicted_sentiment,confidence
Good services and people behaviou is also excellent,Suzuki Sethi Motors (Town Morr),,,Positive,0.5895584692427674
Auto car any model or variant is too expensive unit not worth it plus DECEASE of ON is fleecing the public.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Overall good place to diagnose problems of vehicles...but still rushy and u have to wait for your turn...,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Really very nice people and service. Khawar Sethi is a jem of a person,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
"Manger was nice but rest of the employs are time pass, need professional behavior in organization",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Services are good but there should be central a.c to stay in good environment.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
All the time rush staff very busy and very cungested place where parking and checking is difficult. Skillfull supervisor,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"Well, quality of work is fine but customer dealing is really pethatic.",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
They are the best for suzuki cars just need to improve workshop environment,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very helpfull staff and advisers. Seems great for routine tunings and oil changes.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Courteous staff. However, the office setup is not well managed. Needs maintenance",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Amazing behavior of employees while showing cars etc. Very hospitable people!,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Its have all variety & decent staff,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
As part of campaign had free car wash and oil filter changed. Good experience overall.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Good cooperate staff, everyone was courteous and helpful. Highly recommended.",Suzuki Sethi Motors (Town Morr),,,Positive,0.5895584692427674
"An ideal place to hsve your car service and tune up, cooperative staff.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
"Excellent workshop, helpful and kind staff.
Customer service is really good.",Suzuki Sethi Motors (Town Morr),,,Positive,0.610285073989355
Very nice behaviour and dealing wd their customers,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"They do not care customers, not bother customers concern and issues and also not worry to lose their customers by providing pathetic services.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
staff are too slow they charge high for a small work behavior are aslo not good with customers please don't visit there,Suzuki Sethi Motors (Town Morr),,,Negative,0.5088887958765483
"Mr Khawar,nice n cooperative person",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"poor management, do not know how to route jobs to different workers, keep on booking repair work without planning and keep customers waiting for long hours.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
"Expensive ?? with moderate level service. Technicians are always in hurry. ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,,Negative,0.5773647462757812
Items taken out by worker from car and claims they were not there. Bad,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
"A suzuki dealership, offers sale and purchase of suzuki vehicles, 3s dealership, workshop and spare parts available. Easy main road access",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Nice experience. Impressed,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Awesome,Suzuki Sethi Motors (Town Morr),,,,
"They are doing satisfied work, and they are very cooperative",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Excellent place for buying new and used verified Suzuki brand cars,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Appropriate place for car maintenance. A lot of space, skilled staff, helpful advisors.",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Always have spare parts shortage.from the last three visits did not get air filters..and also spare parts prices to much...,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good service but very busy and crowded on Saturdays,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
"Professional service, friendly yet respectful staff, your car best friend.. ?? ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,,Positive,0.6285660662212359
Good showroom with nice staff.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
The best suzuki workshop in Lahore. Staff is very helpful and friendly. Recommended,Suzuki Sethi Motors (Town Morr),,,Positive,0.6114433542122345
Nice service. Quick even on busy days,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Poor customer service.We walked away without car service and no one asked that why we are going back.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5726858944848424
Nice place for Suzuki owners to service the car but staff are not always able to attend the customer services you have to wait for long.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Nice place it was... we were going to work at elevator...,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Suzuki 3s dealership. Committed in delivering quality OEM parts and quality customer services.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Best ever customer service and very clean dealig,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
Had a very good experience with a courteous staff. Thank you.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Workers are doing rough tough work. Not professional experienced people.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Nice service
I always prefer to go there",Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
I purchased a suzuki wagon r vxl from here but after sale services are not good.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very courteous and helpful staff. Environment is very good.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5895584692427674
"Very expensive and staff very clever .
Becareful",Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Service and servicemen need improvement.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Amazing,Suzuki Sethi Motors (Town Morr),,,,
"Extremely Poor services, very bad experience they took long time, have unskilled labor and Denting painting section is especially worse",Suzuki Sethi Motors (Town Morr),,,Negative,0.6066514453560247
Very good. Gave free check up to my car,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Too busy workshop, you will have to wait for 3 hours for just oil change.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"A-1 in quality service, professional add excellent behaviour",Suzuki Sethi Motors (Town Morr),,,Positive,0.6285660662212359
Ok,Suzuki Sethi Motors (Town Morr),,,,
Well mannered co operative staff.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
This is good place n neat clean staff,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good experience overall,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Customer handling issues, no planning, how to manage customers, need at least 2 to 3 hours for car check up.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"Good show room,
Good presentation,
Feels good to have detailed information about suzuki cars....",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Rude staff. Poor service. Wastage of time,Suzuki Sethi Motors (Town Morr),,,Negative,0.6263242778056519
Environment is good but staff is not that much qualified.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
One of the best service centers in Lahore.  Good customer services,Suzuki Sethi Motors (Town Morr),,,Positive,0.610285073989355
Good service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Their staff doesnot pay attention. No follow up for customer at their workshop,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Non cooperative and manipulating staff.... other then that it's a good place to buy new car,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good dealership. Caring ppl,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Robbers here. They misguide the customer and force him on unnecessary services,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
One of best dealership for Suzuki vehicles. Recommended,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Poor customer service. Can't handle more cars without creating a mess.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5773647462757812
Good workshop. Handle cars with care and very cooperative staff,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
One of the best and honest dealers in the market.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very courteous staff and gave information in detail.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"Really kind of oversmart guys serving here, bosses personally using test drive vehicles",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
One of the best Suzuki 3s dealer with 30+ years of expertise,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Having show room for Suzuki vehicles, it's a good workshop for vehicles too.",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good service not up to the mark as it should be.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Staff isn't cooperative. Took a lot of time for 5 minutes job!,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"3S dealer of Paksuzuki.
Good space for workshop. Staff is good.",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
They've ready to Delivery Cars and can get Delivery anytime,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Great satisfactory work done by professional team,Suzuki Sethi Motors (Town Morr),,,Positive,0.5895584692427674
Good place to see ALL variety of cars. Cordial salesmen.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very good service for all Suzuki motors.. Good workshop,Suzuki Sethi Motors (Town Morr),,,Positive,0.5839401980210318
Very Bad service. Not satisfied at all,Suzuki Sethi Motors (Town Morr),,,Negative,0.548550633432165
"Yeah, so customer service is not great but they provide Suzuki cars so that's it.",Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
Good place near kalma chowk to buy new suzuki cars,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Great work Shop.
Awesome Waiting room",Suzuki Sethi Motors (Town Morr),,,Positive,0.5895584692427674
"construction work going on and there is no system like before,",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"Good 3s dealers
Customer service is a bit slow",Suzuki Sethi Motors (Town Morr),,,Negative,0.5089763875056554
Less dogy than other dealership around... Quick and reliable service,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
"Cooperative staff,  all Suzuki Models available",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Best place for Suzuki Booking.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very Non Professional People like a government sector.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good customer service both in showroom and workshop.,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
Very expensive and staff with rude behavior,Suzuki Sethi Motors (Town Morr),,,Negative,0.6066514453560247
Good show room having well equipped workshop,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good place for coming if u have concerns or problems relating with your suzuki car,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"They don't adhere to the timelines. Don't know, how to deal with the customers.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Bought Suzuki WagonR a year back. Good outlet and workshop,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
The staff is good and the workers are co-operative,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Its a very busy showroom of Suzuki. I use its Service Workshop for regular maintenance of my vehicle,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
"Near kalma chowk, its one of the best showrooms for people who are interested in cars",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"The staff is cooperative, however, they charge too much.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
pathetic customer service while incompetent and unprofessional staff hired,Suzuki Sethi Motors (Town Morr),,,Negative,0.5773647462757812
Cooprative staff and nice service structure,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Throttle cleening . Time taken - 2 mins . Charges 2300,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good work... But staf is non cooperative,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
i think the best suzuki dealership in lahore,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very Expensive and Non Coprative Staff,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
though low quality cars of Suzuki Pakistan still this show room is better than rest of Suzuki,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Very nice work shop ?????????? ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Over crowded. Not so professional staff.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
If you want to buy suzuki car or motorcycle its good place,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Its good better then most of other dealers,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Excellent location and huge sales center.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
If you want to buy or fix any Suzuki vehicles than sethi motors is the place for you.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Ok,Suzuki Sethi Motors (Town Morr),,,,
Highly not recommended because of the poor service and pathetic behavior of the staff,Suzuki Sethi Motors (Town Morr),,,Negative,0.6263242778056519
"staff behavior so bad
dealing vary poor",Suzuki Sethi Motors (Town Morr),,,Negative,0.6066514453560247
Good place. Professional attitude,Suzuki Sethi Motors (Town Morr),,,Positive,0.5895584692427674
I love to go Sathi motors for any problem of my car,Suzuki Sethi Motors (Town Morr),,,Negative,0.5088887958765483
"Had a bad experience, pathetic client services",Suzuki Sethi Motors (Town Morr),,,Negative,0.6066514453560247
A good sales and service centre of Pak Suzuki motors.,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
Great experience  like to visit again,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
No response for customer care and service is not the best,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
Sales staff is good but service staff is lazy,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Customer dealing is so good at here,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Wonderful environment and experience mechanical department,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very rushy workshop... waited 1.5 hour for first free service,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Nice place corporate office facilities,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Nice staff & Good Customer care,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Poor service and staff was reluctant to help the customers.,Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
worse experience! Poor response of staff. Environment is non professional.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5088887958765483
Disciplined Environment...and very responsible with reliable work,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good environment and courteous staff,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Nice showroom with cooperative and helpfull staff,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
they require to be more accommodating ... needs improvement,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Nice services under one Roof,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
The sales staff is courteous and cooperative.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Need more positive services...,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Very good auto show room,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"?? ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Nice busiest place for vehicle related works,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"Excellent service

And good work",Suzuki Sethi Motors (Town Morr),,,Positive,0.610285073989355
A point to purchase new suzuki cars,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
good service but highly overpriced.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Very professional people like Arsalan and other,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Service is good. Sales aren't.,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
Poor service. Mostly spare parts are not available.,Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
Service is so poor . I am unsatisfied.,Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
Good workshop for Suzuki cars.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Workers are well trained but extra costly.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Lack of precision. I felt a little disappointed.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
It's Good 4 Maintenance of vehicles,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Best workshop for suzuki car most cheapers,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Excellent Sales & Services for Suzuki Vehicles.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Poor warranty service they don't want that,Suzuki Sethi Motors (Town Morr),,,Negative,0.5773647462757812
Best Suzuki dealer ship in Lahore,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good services with nice peoples,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
A v gud place for ur suzuki care,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Staff is friendly but too crowded place,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good place for suzuki vehicles maintenance,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Very nice dealership, with cooperative staff",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Workshop has very good services.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good services neat and clean,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Excellent service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
No doubt on a large scale market of suzuki in pakistan,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Out class,Suzuki Sethi Motors (Town Morr),,,,
One of the best work shop in town,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
I Purchase bike sethi motors very good experience,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
They have very pethatic staff!,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"Bad Services, attitude and behavior of Workshop people....",Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Good Suzuki show room?,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Provide good services,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
in fact it is agent/dealer of pak Suzuki. motor company of new vehicles,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Excellent services,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Nice workshop and vehicles purchase showroom,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Too much bzy this Suzuki motor and quality is 8 by 10,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Ok place but unnecessary expensive...,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Nice place for Suzuki car repair and maintenance,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
The most reliable service provider of Suzuki.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Good place for suzuki motor repair and maintenance,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Best maintenance place for your suzuki cars,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
All facilities regarding vehicle purchase and maintenance available,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"Good service, efficient staff",Suzuki Sethi Motors (Town Morr),,,Positive,0.610285073989355
Excellent service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Very good customer service,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
Good customer support team,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Cooperative staff well equiped workshop,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good showroom for Suzuki branded cats.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Staff, services and equipment are excellent.",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Good service,s and environment",Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Staff and dealers not trained enough,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Your staff behavior is not cooperative.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Very cooperative staff,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Bad place to get suzuki car check up and maintenance,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Best choice for buy new cars,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good workshop for Suzuki Vehicles,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Excellent work by Wasif and aamir,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good in lahore rather than others,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
They don't give me a job,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Best service fir suzuki customers,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Mostly untrained staff and rushhy at noon,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Great experience,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Nice place humble owner,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Better then others suzuki dealers.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Best services but expensive,Suzuki Sethi Motors (Town Morr),,,Negative,0.5088887958765483
Good garage and cooperative staff,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Suzuki motors buy and sell point..and alls faculty of maintenance..,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Insurance claim service department service not satisfied,Suzuki Sethi Motors (Town Morr),,,Positive,0.5534168306296006
Very nice customer experience,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
A good service. Privider,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Stupid worker and not good services,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Best car maintenance centre in Lahore,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Great work.good staff.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5895584692427674
Probably the largest suzuki showroon in lahore,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Great service provider.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Good place.good sitting area,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
They have good technical team,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Excellent services and cooperative.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
It is a good showroom with good workshop.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
All maintenance and parts facilities under one roof,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Expensive with bagger type of people,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Giant facility with good customer satisfaction,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good servos and good staff,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Worst customer support,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Good place for Car mantainess,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Great service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
good,Suzuki Sethi Motors (Town Morr),,,,
Quality work but too rushed,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Bad experience bad quality of work ...,Suzuki Sethi Motors (Town Morr),,,Negative,0.5403489879004031
"?? ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Very poor services,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Disagree Very Poor Serveces,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Not good service provider,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Good Suzuki Service Centet,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
Good services and dealing,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very good service.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Very lengthy process of getting spares,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good Suzuki dealership in Lahore,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Much cooperative staff...,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Workmanship good,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good staff,Suzuki Sethi Motors (Town Morr),,,,
Service is quite good,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
Good Service and Staff.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Its a nice showroom of Suzuki motors.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Poor service and management here,Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
"poor service, not satisfying !",Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
Quick service.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
No part available. I need,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
It is pleasent visiting there..,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good place for car sale purchases,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good customer dealing,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Their services are good,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Nice app,Suzuki Sethi Motors (Town Morr),,,,
Good customer service,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
One of the Suzuki Motors Pakistan dealership,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
A good dealer for suzuki cars.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good person deal good,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good place and hospitality,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very good services,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Excellent worshop and car showroom,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Give excellent services..,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
One of Suzuki's biggest showrooms in Lahore,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"A geed place for sale, purchase and service of Suzuki cars",Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Good Service there,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
This place is a good work,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good management and work,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very good,Suzuki Sethi Motors (Town Morr),,,,
Good place for Suzuki mentinenc,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good to buy Suzuki cars.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Awsome customer services,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
It's fine,Suzuki Sethi Motors (Town Morr),,,,
