wiI7pd,dealership,Unnamed: 1,Unnamed: 2,predicted_sentiment,confidence
Very cooperative staff. Best service,HONDA Township,,,Positive,0.5881235813232714
It was good experience. They have trained staff.,HONDA Township,,,Positive,0.5605095530746993
Ridiculously expensive,HONDA Township,,,Negative,0.5791296396742487
"Actually the staff here, attitude and the service level is far much better than Honda City Sales. Honda City Sales dealership has also been cancelled by Honda anyway. I had a warranty claim today and it absolutely hassle free at Honda Township, I would definitely and absolutely recommend them!",HONDA Township,,,Positive,0.558485538257406
Professional and very cooperative,HONDA Township,,,Positive,0.5605095530746993
Customer service was cheater and laier,HONDA Township,,,Negative,0.5113101318982131
?????? ??,HONDA Township,,,,
"Nice and huge  place,car show room,workshop ,office  all thing at a place.",HONDA Township,,,Negative,0.5109592678022723
"Good customer service. Great staff. Ask for Mushtaq from accesories department, he's a very helpful and nice guy.",HONDA Township,,,Positive,0.610285073989355
Some mechanics are really good but non professional management,HONDA Township,,,Positive,0.5895584692427674
Need to improve,HONDA Township,,,Negative,0.5109592678022723
Thik,HONDA Township,,,,
Excellent service,HONDA Township,,,Positive,0.5881235813232714
Professional staff. Committed. Timely delivery of vehicle after denting & painting.,HONDA Township,,,Positive,0.5605095530746993
Technicians are not very professional,HONDA Township,,,Positive,0.5605095530746993
"Made a deal for new Honda City but Miss commitments, unprofessional work ethics, worst experience to do business with them, very disappointed",HONDA Township,,,Negative,0.6066514453560247
Test drive of brv,HONDA Township,,,Negative,0.5109592678022723
good service ?? ??,HONDA Township,,,Positive,0.5881235813232714
One of the Honda dealers of the city.,HONDA Township,,,Negative,0.5109592678022723
Good place,HONDA Township,,,,
Good Showroom. Good services,HONDA Township,,,Positive,0.5605095530746993
Good,HONDA Township,,,,
Good service in maintenance of vehicles,HONDA Township,,,Positive,0.5881235813232714
Car,HONDA Township,,,,
Execlent,HONDA Township,,,,
very costly n inexperienced,HONDA Township,,,Negative,0.5109592678022723
Great place and great people,HONDA Township,,,Positive,0.5605095530746993
Nice experience.,HONDA Township,,,Negative,0.5109592678022723
Car service and Moballil change,HONDA Township,,,Negative,0.5113101318982131
all services are available,HONDA Township,,,Negative,0.5109592678022723
Best,HONDA Township,,,,
"Experience was good, better than other dealerships.",HONDA Township,,,Positive,0.5605095530746993
Excellent customer service...free coffee/tea counter...wifi and tv in waiting area...good time management..professional team,HONDA Township,,,Positive,0.610285073989355
Good,HONDA Township,,,,
Honda cavalary is better option,HONDA Township,,,Negative,0.5109592678022723
Work shop have a good and professional mechanic,HONDA Township,,,Positive,0.5895584692427674
I had bad experience. they didn't had bolts to install speakers and I had to wait 1 hour. Except that staff there was co-operative and trained.,HONDA Township,,,Negative,0.5791296396742487
Good one,HONDA Township,,,,
Good service and nice hospitality. Comparative Staff,HONDA Township,,,Positive,0.5881235813232714
Very good experience and economical rates compare to other honda dealerships. They are also offering discount coupons for different services,HONDA Township,,,Positive,0.5605095530746993
Good service.,HONDA Township,,,Positive,0.5881235813232714
Perfect Services.... Mr Adeel is Very cooperative,HONDA Township,,,Positive,0.5605095530746993
Efficient service with cordial environment,HONDA Township,,,Positive,0.5881235813232714
Good,HONDA Township,,,,
The great honda town ship....,HONDA Township,,,Positive,0.5605095530746993
very expensive and lazy staff,HONDA Township,,,Negative,0.5791296396742487
its good,HONDA Township,,,,
Authorized dealer RECOMMENDED,HONDA Township,,,Negative,0.5109592678022723
Good environment. Cooperative staff.,HONDA Township,,,Positive,0.5605095530746993
Nice services.,HONDA Township,,,Negative,0.5109592678022723
Good people,HONDA Township,,,Positive,0.5605095530746993
Excellent services with excellent atmosphere,HONDA Township,,,Positive,0.5605095530746993
Good,HONDA Township,,,,
"Service area and staff is nice, however they only provide services for local cars and do not deal in imported cars.",HONDA Township,,,Negative,0.5113101318982131
well great,HONDA Township,,,,
Nothing special here,HONDA Township,,,Negative,0.5109592678022723
Loved,HONDA Township,,,,
Good,HONDA Township,,,,
Always we buy from here,HONDA Township,,,Negative,0.5109592678022723
Good service,HONDA Township,,,Positive,0.5881235813232714
Pathetic & unprofessional team zero customer services. Today I visited them for oil change @ 5:20 and all their team winded up and said  that we are closing by 5:30pm so can't entertain. Simply alarming. Ideally a professionals allow you to enter till the closing timing and they entertain all who get entry till that time. Honda Cars Pakistan VT should teach them some ethics before getting any dealer staff on board.,HONDA Township,,,Negative,0.5791296396742487
"Services are good, customer waiting area and facilities are also good. But really time consuming and long awaiting for turn.",HONDA Township,,,Positive,0.5605095530746993
Good Services,HONDA Township,,,Positive,0.5605095530746993
Good service,HONDA Township,,,Positive,0.5881235813232714
Good workshop experiences staff,HONDA Township,,,Positive,0.5605095530746993
"Best services from all other honda showrooms, staff is tough well for etiquettes, expert in mechanical works.",HONDA Township,,,Positive,0.5605095530746993
Best dealership in this area.. customer service is best.,HONDA Township,,,Positive,0.5599673606495894
Good staff and service.,HONDA Township,,,Positive,0.558485538257406
Cooperative staff good Cutomer services,HONDA Township,,,Positive,0.5605095530746993
Nice,HONDA Township,,,,
"Excellent service. Got wheel balancing and alignment done on a non-regular vehicle, and they did a splendid job.

Hats off to staff, and top management.",HONDA Township,,,Positive,0.5881235813232714
Very helpful staff,HONDA Township,,,Positive,0.5605095530746993
Good service,HONDA Township,,,Positive,0.5881235813232714
Newly opened honda workshop. Huge space and multiple slots as compared to honda city sales,HONDA Township,,,Negative,0.5109592678022723
"Outstanding management , workman and great service.",HONDA Township,,,Positive,0.610285073989355
Polite n supportive comparing than other showrooms of Honda,HONDA Township,,,Negative,0.5109592678022723
Very professional place,HONDA Township,,,Positive,0.5605095530746993
Sales executive's name Samar he is doing a very good job over there.,HONDA Township,,,Positive,0.5605095530746993
"Good team, less crowded so you get individual attention. Services charges a bit high but have a peace of mind.",HONDA Township,,,Positive,0.5605095530746993
"Had a few good experiences with them regarding car repair, however, they are forever crowded, which causes delays.",HONDA Township,,,Positive,0.5605095530746993
Exceptional staff,HONDA Township,,,Negative,0.5109592678022723
Sale of new cars and repair and maintenance of Honda cars done here.,HONDA Township,,,Negative,0.5109592678022723
Excellent,HONDA Township,,,,
Impressed by their after sale service ?? ??,HONDA Township,,,Negative,0.5113101318982131
Staff is courteous. It's a big service shop but since it was previously selling and maintaining Suzuki so I am not sure if the staff is highly experienced in Honda. Paint shop is too good.,HONDA Township,,,Positive,0.558485538257406
Very neat and hospitable service. Strongly recommended for your Honda.,HONDA Township,,,Negative,0.5113101318982131
Honda is best choice for car lovers,HONDA Township,,,Positive,0.5605095530746993
Very professional team,HONDA Township,,,Positive,0.5605095530746993
Awesome,HONDA Township,,,,
Good dealership. Staff is courteous. This was Suzuki dealership in past but changed to Honda in 2018.,HONDA Township,,,Positive,0.5605095530746993
Good navigation,HONDA Township,,,Positive,0.5605095530746993
Avoid going after 4.30 PM. Because they will leave their work at 5.00PM to be exact.,HONDA Township,,,Negative,0.5109592678022723
Emerging dealer with an ambition to serve customers as a King.,HONDA Township,,,Negative,0.5109592678022723
Nice official workshop for honda cars,HONDA Township,,,Negative,0.5109592678022723
"Honda workshop that does not have Honda civic reborn parts.
Pointless tax expenses.",HONDA Township,,,Negative,0.5109592678022723
A place of Ultimate care for you and yours car,HONDA Township,,,Negative,0.5109592678022723
Honda township motors for Honda cars service and spare parts,HONDA Township,,,Negative,0.5113101318982131
Best honda showroom for after sale services.,HONDA Township,,,Positive,0.5605095530746993
My favorite buddy's showroom,HONDA Township,,,Negative,0.5109592678022723
Very good staff,HONDA Township,,,Positive,0.5605095530746993
I am not satisfied with Sigmna motors they charge a lot to the client third party if a car is placed on their showroom for sale they are not active response to the clients on phone .,HONDA Township,,,Positive,0.5605095530746993
"Awesome Dealership, Professional Staff and really Co-Operative",HONDA Township,,,Positive,0.5895584692427674
Professional staff,HONDA Township,,,Positive,0.5605095530746993
Very cooperative staff and friendly environment.,HONDA Township,,,Positive,0.5605095530746993
"Good place to visit, As it was Sunday so there was not much rush. Must get an appointment before going in order to avoid delays.",HONDA Township,,,Positive,0.5605095530746993
"Good dealership, friendly and courteous staff. BRV available for test drive. City and BRV ready stock available without own.",HONDA Township,,,Positive,0.5895584692427674
"Big service center, proper team and tools. Really professional environment.",HONDA Township,,,Positive,0.558485538257406
Poor service,HONDA Township,,,Negative,0.6054037653776139
Best place for Honda Cars,HONDA Township,,,Positive,0.5605095530746993
"Pleasantly surprised from high sevice level by the staff. Safety gear was lacking which should be assured by floor management.

Highly recommended for nearby Honda owners.",HONDA Township,,,Negative,0.5109592678022723
Poor service,HONDA Township,,,Negative,0.6054037653776139
Very good service providers,HONDA Township,,,Positive,0.5881235813232714
Excellent service & cooperative staff,HONDA Township,,,Positive,0.5881235813232714
One of best dealerships in town...good service and dealing,HONDA Township,,,Positive,0.610285073989355
Car maintenance facilities.,HONDA Township,,,Negative,0.5109592678022723
Good people and service,HONDA Township,,,Positive,0.558485538257406
Good service...,HONDA Township,,,Positive,0.5881235813232714
unfriendly people,HONDA Township,,,Negative,0.5109592678022723
"Company showroom with trained staff, mechanical and bodywork, parts. A complete 3S outlet",HONDA Township,,,Negative,0.5109592678022723
awsome place and service area,HONDA Township,,,Negative,0.5113101318982131
"Very friendly and professional staff, new delaership with clean service bay area. I did get the oil changed haven't done any mechanical work will do some at 40K kilometers.",HONDA Township,,,Positive,0.5881235813232714
Good,HONDA Township,,,,
I stay under shed of Honda building due to heavy rain,HONDA Township,,,Negative,0.5109592678022723
"Peaceful ambience, very cooperative staff and perform upto professional extent!",HONDA Township,,,Positive,0.5605095530746993
"I highly recommend this dealership. I am really impressed with their honesty and their approach towards customer facilitation that is lacking generally among all busy Honda dealerships in Lahore. They are prompt, considerate and you don't have to wait weeks to get your jobs done.",HONDA Township,,,Positive,0.5605095530746993
Nice brand with cooprative staff,HONDA Township,,,Negative,0.5109592678022723
