wiI7pd,dealership,Unnamed: 1,Unnamed: 2,predicted_sentiment,confidence
"I recently purchased Honda Oriel from this showroom. We were served by the sales team member - Subhan who explained all the procedure. He went extra mile by delivering the car to my house. Subhan is a professional person who cares about the customer, he also give me a decent discount on the car. I fully recommend this showroom, this is the second time I bought Honda Civic from this showroom, first time was way back in 1995.",HONDA Fort,,,Positive,0.5895584692427674
Best Honda dealership of Pakistan.,HONDA Fort,,,Positive,0.5605095530746993
Very good location but very bad customer service,HONDA Fort,,,Negative,0.5089763875056554
Very professional staff. Comes top down. Customer Service is really pleasant.,HONDA Fort,,,Positive,0.558485538257406
Very congested place. Less parking area outside. Staff is also not very cooperative.,HONDA Fort,,,Negative,0.5109592678022723
Nice work,HONDA Fort,,,,
good place for your honda care,HONDA Fort,,,Positive,0.5605095530746993
Good management,HONDA Fort,,,Positive,0.5605095530746993
"Thats a awesome place to visit honda , good representative and good staff",HONDA Fort,,,Positive,0.5845078837790162
Pathetic customer service in body shop and work quality has also remained below par.,HONDA Fort,,,Negative,0.5089763875056554
Did not listen to customer complaint,HONDA Fort,,,Negative,0.5791296396742487
It's ok,HONDA Fort,,,,
Staff chor hai....,HONDA Fort,,,Negative,0.5109592678022723
I got my car,HONDA Fort,,,Negative,0.5109592678022723
One of the best and oldest 3S dealerships in Lahore,HONDA Fort,,,Positive,0.5605095530746993
Best Honda Dealership in Lahore.,HONDA Fort,,,Positive,0.5605095530746993
Good 3S Dealership,HONDA Fort,,,Positive,0.5605095530746993
Best service for Honda Car,HONDA Fort,,,Positive,0.5881235813232714
very good technician but very costly,HONDA Fort,,,Positive,0.5605095530746993
Best dealership of Honda in Lahore,HONDA Fort,,,Positive,0.5605095530746993
Very good service....my all time favourite Honda 3S,HONDA Fort,,,Positive,0.5881235813232714
Good experience,HONDA Fort,,,Positive,0.5605095530746993
Good sales staff,HONDA Fort,,,Positive,0.5605095530746993
"A well-known Honda's Authorize Dealer
Sale, Service, Spare parts available here",HONDA Fort,,,Negative,0.5113101318982131
Good service,HONDA Fort,,,Positive,0.5881235813232714
one of the best honda point,HONDA Fort,,,Positive,0.5605095530746993
Ok,HONDA Fort,,,,
Good Quality Workshop,HONDA Fort,,,Positive,0.5895584692427674
Great service. Professional.,HONDA Fort,,,Positive,0.610285073989355
Good,HONDA Fort,,,,
Carsð??ð?? â?¦,HONDA Fort,,,Negative,0.5109592678022723
Dine v sat kar chhad di yendi a. But the hospital and Honda don't spare anyone.,HONDA Fort,,,Negative,0.5109592678022723
Most expensive and many hidden surcharges on the time of payment,HONDA Fort,,,Negative,0.5791296396742487
Honda car show room,HONDA Fort,,,Negative,0.5109592678022723
"Always over crowded, have to wait for your turn",HONDA Fort,,,Negative,0.5109592678022723
It was very good,HONDA Fort,,,Positive,0.5605095530746993
Too much time wasting at workshop.,HONDA Fort,,,Negative,0.5109592678022723
Honda Authorized Dealer,HONDA Fort,,,Negative,0.5109592678022723
Very cooperative staff,HONDA Fort,,,Negative,0.5109592678022723
I buy my first car in pakistan from honda fort,HONDA Fort,,,Negative,0.5109592678022723
Staff is efficient & respectful,HONDA Fort,,,Positive,0.5605095530746993
ABC,HONDA Fort,,,,
"Good professional people,",HONDA Fort,,,Positive,0.5895584692427674
It was closed at 10pm when we visited for some urgent repair works in our car,HONDA Fort,,,Negative,0.5109592678022723
Best showroom for Honda cars,HONDA Fort,,,Positive,0.5605095530746993
Good customer service and technical expertise.,HONDA Fort,,,Positive,0.558485538257406
Quality operations and great welcoming staff.,HONDA Fort,,,Positive,0.5895584692427674
"Honda Atlas Cars have opened 3S centre opposite to Gunga Ram Hospital.
We went there for delivery of Honda city and to the irony of the most renowned company of Pakistan, the staff caused us to wait more than 4 hrs for having it. There is no timely control measures taken over customer queries, problems and concerns. The staff is ignorant of what is happening around them, they just make lame excuses just to waste your time. Above all, there is no communication b/w the person who is giving the delivery and the one who is physically carrying and servicing your car.
If you to go to the one, he will refer to the other and vice versa.",HONDA Fort,,,Negative,0.5109592678022723
Superb,HONDA Fort,,,,
Good,HONDA Fort,,,,
iit,HONDA Fort,,,,
Get my car service,HONDA Fort,,,Negative,0.5113101318982131
Helpful ..,HONDA Fort,,,,
Excellent,HONDA Fort,,,,
"To buy or to get service or to get repaired or mechanical or any sort of work of Honda and cars insurance can be claimed
In short any sort of work for Honda brand can be done here",HONDA Fort,,,Negative,0.5113101318982131
Very good and reliable workshop,HONDA Fort,,,Positive,0.5605095530746993
Good dealership for new Honda cars and their maintenance,HONDA Fort,,,Positive,0.5605095530746993
Good customer service,HONDA Fort,,,Positive,0.558485538257406
Ok,HONDA Fort,,,,
Good quality 3S dealers with cooperative staff,HONDA Fort,,,Positive,0.5895584692427674
Please no comment,HONDA Fort,,,Negative,0.5109592678022723
Finr,HONDA Fort,,,,
Good,HONDA Fort,,,,
Ok,HONDA Fort,,,,
i love honda,HONDA Fort,,,Positive,0.5605095530746993
